	label	name	rawTweet	tweet_id	postTweet	keyN
1993	0	MichaelFrankie6	"RT @maddow: ""Election results have now been certified in all 50 states and Washington, D.C.:  -- 306 electoral votes certified for Joseph R…"	1336778749090562048	306 50 certified certified election electoral joseph results rt states votes washington	12
1994	0	deathtocrazy	RT @ShaneGoldmacher: Biden transition says Hunter Biden says he is being investigated by U.S. Attorney’s Office in Delaware https://t.co/zT…	1336778738047086594	attorney biden biden delaware hunter investigated office rt transition	9
1995	0	bjcrochet	RT @Cjones554: I ADORE HER!!!  BBC News - Cher on Kaavan the 'lonely' elephant's rescue, Joe Biden and Mamma Mia 3 https://t.co/30JwELE2Wr	1336783064345800704	adore bbc biden cher elephant her joe kaavan lonely mamma mia news rescue rt	14
1996	0	CFraase	RT @justinhendrix: Sixty-one percent of voters say they trust the results of the 2020 presidential election. That number includes 95% of De…	1336783301105905667	2020 95 de election includes number one percent presidential results rt sixty trust voters	14
1997	0	bjcrochet	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336783300501889027	50 certified dc election in nation officially presidential results rt states	11
1998	0	dogemperor	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336783243488735235	50 certified dc election in presidential results rt states	9
1999	0	DBootcheck	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336783213985984512	2020 court election found losing presidential rt supreme take threatened tonight trump	12
2000	0	IkeepitB	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336784841438875649	50 certified dc election in nation officially presidential results rt states	11
2001	0	HimynameisNickd	RT @sfpelosi: #BREAKING — It’s Official!   50 States and DC have certified their presidential election results. @JoeBiden WON with 306 Elec…	1336788298589605889	306 50 breaking certified dc elec election it official presidential results rt states won	14
2002	0	Epahlee	RT @JackPosobiec: In every sci-fi future there's a sort of merging of corporate power and government power that asserts authority over ever…	1336788273839173633	asserts authority corporate ever fi future government merging power power rt sci sort	13
2003	0	vjf6122	RT @GrassrootsSpeak: The amazing @marceelias highlighted an interesting section from one of Trumps cases👇  TRUMP alleged that Dominion mach…	1336788677612220416	alleged amazing cases👇 dominion highlighted interesting mach rt section trump trumps	11
2004	0	rcarr57	RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…	1336788915316019200	biden certify declaring election final hawaii joe presidential results rt state tuesday win	13
2005	0	cagney1991	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336789698778435587	50 certified dc election in nation officially presidential results rt states	11
2006	0	RandallCombs7	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336792683466141698	50 certified dc election in presidential results rt states	9
2007	0	Gman19701974	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336792682606206976	50 certified dc election in nation officially presidential results rt states	11
2008	0	allender_ann	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336792635877568512	50 certified dc election nation official presidential results rt states washington	11
2009	0	kenkircher1	RT @merica: All 50 states and the District of Columbia have now certified their presidential results, according to CNN's tally, as the Elec…	1336792604105695234	50 certified cnn columbia district elec presidential results rt states tally	11
2010	0	MayIrmamay14	RT @JStein_WaPo: Offer takes the bipartisan Senate group's $180 billion in proposed UI benefits down to $40 billion. It would extend some f…	1336792843592011777	180 40 benefits billion billion bipartisan extend group offer proposed rt senate takes ui	14
2011	0	Mary67937866	RT @emptywheel: BREAKING: SCOTUS won't let Congress get Trump's tax records but it will let Trump get Biden's son's tax records.	1336793366789500929	biden breaking congress records records rt scotus son tax tax trump trump	12
2012	0	LetsTurnFLBlue	@donwinslow @Yahoo #BidenWon  Popular Vote:      Biden 81,264,673 (51.3%) ✅      Trump 74,210,838 (46.9%)  Electora… https://t.co/omsqnv8xm6	1336794002289463301	210 264 46 51 673 74 81 838 biden bidenwon electora popular trump vote	14
2013	0	ecclesias	RT @mmpadellan: Crazy that we still haven't seen trump's tax returns after 4 years, and Hunter Biden still ISN'T running for office, but hi…	1336797415702212609	biden crazy hi hunter office returns rt running tax trump years	11
2014	0	tsartbot	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336797537546743808	50 certified dc election nation official presidential results rt states washington	11
2015	0	TonyHussein4	@MarshaBlackburn @SecPompeo BREAKING NEWS. All 50 States and DC have now officially certified their presidential el… https://t.co/6VUMzrNH5t	1336797513349783554	50 breaking certified dc el news officially presidential states	9
2016	0	TonyHussein4	@OhioSenateGOP @BillColeyOH BREAKING NEWS. All 50 States and DC have now officially certified their presidential el… https://t.co/0O9eiRXni7	1336797467338285056	50 breaking certified dc el news officially presidential states	9
2017	0	ThatABoy10	RT @CNNPolitics: YouTube will remove new content that alleges fraud surrounding the outcome of the 2020 presidential election https://t.co/…	1336797421972676614	2020 alleges content election fraud outcome presidential remove rt surrounding youtube	11
2018	0	TonyHussein4	@timburchett @RepMarkGreen BREAKING NEWS. All 50 States and DC have now officially certified their presidential ele… https://t.co/WilPzPsp9l	1336797414922084364	50 breaking certified dc ele news officially presidential states	9
2019	0	snw106	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336797409524019200	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
2020	0	jannsloan	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336798044080246784	50 certified dc election in nation officially presidential results rt states	11
2021	0	AndersonCheri	RT @ASlavitt: It should weigh deeply on our consciouses that so many  people we call essential workers don’t have access to health care.	1336798439598940160	access call care consciouses deeply don essential health people rt weigh workers	12
2022	0	flossie_mc	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336798550655643650	2020 court election found losing presidential rt supreme take threatened tonight trump	12
2023	0	Teram323Tere	RT @marceelias: 🚨BREAKING: Michigan Supreme Court DENIES right wing effort to segregate ballots and delay the Michigan’s certification of t…	1336799068320792576	ballots certification court delay denies effort michigan michigan rt segregate supreme wing 🚨breaking	13
2024	0	JimLHorn1	RT @JoyceWhiteVance: Kleptocracy: “The latest investigation looks into whether Kushner pushed his father-in-law Trump to support a Qatari b…	1336801963514626048	father in investigation kleptocracy kushner latest law pushed qatari rt support the trump	13
2025	0	DemocratsUp	RT @RBReich: The Payroll Protection Plan shouldn't be continued. Too much of it went to large businesses. It was distributed through banks,…	1336803761956610049	banks businesses continued distributed large payroll plan protection rt	9
2026	0	CardinalSez	RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…	1336806636657147904	biden certify declaring election final hawaii joe presidential results rt state tuesday win	13
2027	0	blktkddiva4u	RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…	1336806626297335809	50 biden certified columbia district elect president presidential projected results rt states win	13
2028	0	blktkddiva4u	RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…	1336806596857442305	biden certify declaring election final hawaii joe presidential results rt state tuesday win	13
2029	0	CardinalSez	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336806565291188226	50 certified dc election nation official presidential results rt states washington	11
2030	0	GovSherazKhan	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336806538070077441	50 certified dc election in presidential results rt states	9
2031	0	Rosenchild	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336808170308554753	50 certified dc election in presidential results rt states	9
2032	0	NellB10522733	RT @KylaInTheBurgh: Karen Texas &amp; 17 other Karen states are asking to speak to the manager because Trump didn't win and they demand a coupo…	1336808320347369473	17 amp coupo demand karen karen manager rt speak states texas trump win	13
2033	0	squeezpea	RT @RobertCooper58: BREAKING: All 50 states and DC have now certified their presidential election results 👏👏👏👏  #JoeBidenPresidentElect #Ka…	1336810332136873984	50 breaking certified dc election joebidenpresidentelect ka presidential results rt states 👏👏👏👏	12
2034	0	eeyrehead	RT @DrEricDing: 3) Proof it’s a real Trump RT folks!! Can’t make this up. https://t.co/intm6PqMMW	1336810982958575617	can folks it make proof real rt rt trump up	10
2035	0	dorothystella7	RT @mkraju: GOP Sen. Lamar Alexander, who is retiring at year's end, told me that President Donald Trump should congratulate Joe Biden and…	1336811620484476930	alexander and biden congratulate donald end gop joe lamar president retiring rt sen told trump year	16
2036	0	Bassaces1	RT @bradheath: Seventeen states filed a brief in the Supreme Court just now in support of Texas' request that the justices throw out the re…	1336814607109926913	court filed justices re request rt seventeen states support supreme texas throw	12
2037	0	Rosenchild	@MSNBC 🚨 #COVID19 in the U.S  🔴 Republicans / GOP Control the U.S Senate  🔴 Donald J. Trump in the White House  🗓️… https://t.co/qi90B6Mj8o	1336814768456392706	control covid19 donald gop house republicans senate trump white 🗓️	10
2038	0	KarenSalitis	RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…	1336816167479087104	biden certify declaring election final hawaii joe presidential results rt state tuesday win	13
2039	0	Socaldiced	RT @kylegriffin1: The Michigan Supreme Court has denied a request from two voters, one of whom is part of 'Black Voices for Trump,' to stop…	1336818191813603328	black court denied michigan part request rt stop supreme trump voices voters	12
2040	0	IJS03422635	RT @Amy_Siskind: NEW:  all 50 states and DC have officially certified their votes, with Biden winning 306 electoral votes, Trump 232.  The…	1336818457963352065	232 306 50 biden certified dc electoral new officially rt states the trump votes votes winning	16
2041	0	kathlee73732050	RT @funder: The Texas Supreme Court filing with 17 states is complete nonsense. It’s just another Trump scam for money. It’s frivolous and…	1336818970377248768	17 and complete court filing frivolous it it money nonsense rt scam states supreme texas trump	16
2042	0	TracyBa80219117	RT @mmpadellan: Crazy that we still haven't seen trump's tax returns after 4 years, and Hunter Biden still ISN'T running for office, but hi…	1336819092527996929	biden crazy hi hunter office returns rt running tax trump years	11
2043	0	ChocoNCAmy	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336822631832690694	50 certified dc election in nation officially presidential results rt states	11
2044	0	NiteniteMelissa	RT @reedgalen: Yes. “Strategy” means understanding what will be effective along different axes of attack.   Driving Trump batty on his heal…	1336822758873976836	attack axes batty driving effective heal means rt strategy trump understanding yes	12
2045	0	Rosenchild	RT @Rosenchild: @MaddowBlog 🚨Donald J. #Trump  🚨#Republicans in Congress  OWN THIS 💩  🔥 296,373 U.S. #COVID19 DEATHS  🚫 #COVID19 #Vaccine P…	1336822749797494796	296 373 congress covid19 covid19 deaths republicans rt trump vaccine 🚨donald	11
2046	0	TonyHussein4	@mtgreenee YouTube will remove new videos alleging Trump lost election due to fraud.  YouTube categorizes Biden's v… https://t.co/ggWzSeJxD6	1336822888570228737	alleging biden categorizes due election fraud lost remove trump videos youtube youtube	12
2047	0	tjbella77	"RT @johnrobertsFox: Sources tell @FoxNews that Biden was made aware of the investigation yesterday. Before then, the investigation was ""cov…"	1336822873273610240	aware biden cov investigation investigation made rt sources then yesterday	10
2048	0	TonyHussein4	@SenatorLoeffler @SecPompeo YouTube will remove new videos alleging Trump lost election because of fraud!  YouTube… https://t.co/0wATMvbgYh	1336824131929698304	alleging election fraud lost remove trump videos youtube youtube	9
2049	0	unfollow45trump	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336826205916471298	50 certified dc election in nation officially presidential results rt states	11
2050	0	Masky_Jay_Hoody	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336826137280995330	50 certified dc election in nation officially presidential results rt states	11
2051	0	Macgirl730	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336826128149991428	50 certified dc election in presidential results rt states	9
2052	0	2dogknight	RT @thedailybeast: CNN anchor Jake Tapper went off on Republicans and President Trump for their “clownish” coup attempt, branding their eff…	1336826120898011145	anchor attempt branding clownish cnn coup eff jake president republicans rt tapper trump	13
2053	0	TonyHussein4	@SenatorWicker @USGSA YouTube will remove new videos alleging Trump lost election due to fraud.  YouTube said conte… https://t.co/qd2gOcVLeV	1336826107224584196	alleging conte due election fraud lost remove trump videos youtube youtube	11
2054	0	dianeh2020	RT @bradheath: Seventeen states filed a brief in the Supreme Court just now in support of Texas' request that the justices throw out the re…	1336827303943397376	court filed justices re request rt seventeen states support supreme texas throw	12
2055	0	MayIrmamay14	"RT @marceelias: 🚨🚨BREAKING: Arizona Federal Court DISMISSES Kraken conspiracy lawsuit.  ""Allegations that find favor in the public sphere o…"	1336827463054340098	allegations arizona conspiracy court dismisses favor federal find kraken lawsuit public rt sphere 🚨🚨breaking	14
2056	0	FreeSpeechPowe1	@Inlikeflynn2020 @VictorJoecks @Barnes_Law @realDonaldTrump Need to IMPEACH TRUMP now. During the next few weeks th… https://t.co/VrEeY0msEP	1336827971802341376	impeach now th trump weeks	5
2057	0	AndyAu8	RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…	1336831106365050880	50 biden certified columbia district elect president presidential projected results rt states win	13
2058	0	Crystal82028223	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336831617797660673	50 certified dc election in nation officially presidential results rt states	11
2059	0	MarieFr12579649	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336835213297655810	50 certified dc election in nation officially presidential results rt states	11
2060	0	MargaretHenzig	RT @anches: @CBSNews Epic headline fail. @CBSNews should retract this  trump isn’t challenging election results. By his own public acknowle…	1336835660787949568	acknowle challenging election epic fail headline isn public results retract rt trump	12
2061	0	Zekesgirl1959	RT @donwinslow: Jared Kushner's father donated $2.5m to Harvard to buy his son admission. Fred Trump made similar donations for our current…	1336835657294032896	5m admission buy current donated donations father fred harvard jared kushner made rt similar son trump	16
2062	0	seniorstllalive	RT @marceelias: 🚨BREAKING: Michigan Supreme Court DENIES right wing effort to segregate ballots and delay the Michigan’s certification of t…	1336837043389935616	ballots certification court delay denies effort michigan michigan rt segregate supreme wing 🚨breaking	13
2063	0	markshopkins	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336837038830718978	50 certified dc election in presidential results rt states	9
2064	0	seniorstllalive	RT @KenSpreitzer: 3/ But in a similar county that DOES use paper ballots (and thus the vote can be recounted to check for fraud), Biden got…	1336840093152256004	and ballots biden check county fraud got paper recounted rt similar vote	12
2065	0	Dappy_52	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336840204217364484	50 certified dc election nation official presidential results rt states washington	11
2066	0	jannsloan	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336840182960697344	50 certified dc election in presidential results rt states	9
2067	0	Dappy_52	RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…	1336840085795434497	50 biden certified columbia district elect president presidential projected results rt states win	13
2068	0	tadrow	"RT @BeschlossDC: Someone using President Trump’s Twitter account just tweeted, ""We will soon be learning about the word ‘courage', and savi…"	1336840473781043201	account courage learning president rt savi trump tweeted twitter we word	11
2069	0	Crystal82028223	RT @GrassrootsSpeak: Mitch NEVER won in Elliott or Wolfe Kentucky. But in 2020 he won these counties with mind boggling results🧐  WOLFE COU…	1336840732976484354	2020 boggling cou counties elliott kentucky mind mitch results🧐 rt wolfe wolfe won won	14
2070	0	squashinthecity	RT @donwinslow: BREAKING: Donald Trump is now alleging that Joe Biden did this to his hair. https://t.co/EPxzwZzXaS	1336840985951789056	alleging biden breaking donald hair joe rt trump	8
2071	0	smartdissent	RT @AriBerman: I’m not sure what is more outrageous, that Trump still trying to overturn election results more than a month after the fact…	1336841114628845569	election fact month outrageous overturn results rt trump	8
2072	0	FlockBoss20	RT @AndyOstroy: .#Trump: Ya know, Ted...your wife's sfugly as hell and your dad's a presidential assassin...and you're a weak, nasty liar,…	1336843512306954242	and assassin dad hell know liar nasty presidential rt sfugly ted trump weak wife ya your	16
2073	0	kenkircher1	RT @glennkirschner2: US Supreme Court Rejects Challenge to Pennsylvania Election Results, So Trump’s Next Play/Con . . . Texas. #JusticeMat…	1336843643265703939	challenge con court election justicemat pennsylvania play rejects results rt supreme texas trump	13
2074	0	4sutq8	RT @kurteichenwald: ....the more I read, the more frighteningly obvious what  is happening. Trump is not the problem; he is the symptom. Th…	1336843642703515648	frighteningly happening obvious problem read rt symptom th the trump	10
2075	0	DemocratsUp	RT @DemocracyInn: NEW: Trump ripped Georgia AG in 'furious' 15-minute-long call demanding he stay away from Texas lawsuit	1336843641751359488	15 ag call demanding furious georgia lawsuit long minute new ripped rt stay texas trump	15
2076	0	YolandaRansom2	RT @TeaPainUSA: Trump is killin’ Americans for rejectin’ him. https://t.co/wG640FT2QB	1336843640036089858	americans him killin rejectin rt trump	6
2077	0	deflep977	"RT @bradheath: Trump argues - to the Supreme Court! - that he won the bellwether counties and that ""no candidate in history"" has lost the p…"	1336844666453565440	argues bellwether candidate counties court history lost no rt supreme trump won	12
2078	0	inezsneks	RT @joncoopertweets: Hawaii became the final state to certify the results of its presidential election Tuesday, declaring Joe Biden the win…	1336848327070060545	biden certify declaring election final hawaii joe presidential results rt state tuesday win	13
2079	0	ziyaziba	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336848284413915137	50 certified dc election nation official presidential results rt states washington	11
2080	0	tdpopcorn	RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…	1336848207914086400	1960 election false florida john kennedy lost nixon ohio presidential richard rt won	13
2081	0	tdpopcorn	"RT @seungminkim: The Biden White House will have a private contractor provide ""disinfectant misting services"" to clear the air of lingering…"	1336848588354314241	air biden clear contractor disinfectant house lingering misting private provide rt services white	13
2082	0	JOSHUAJREYNOLD1	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336852763012165633	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
2083	0	Mykiwitwit	RT @TheAtlantic: “America under Trump became less free, less equal, more divided, more alone, deeper in debt, swampier, dirtier, meaner, si…	1336852756255031296	alone america debt deeper dirtier divided equal free meaner rt si swampier trump	13
2084	0	MendiolaGrandma	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336853105716023296	50 certified dc election nation official presidential results rt states washington	11
2085	0	smartdissent	RT @kylegriffin1: Breaking: Sidney Powell's post-election 'Kraken' is now nearly limbless.  A federal judge has dismissed Powell's effort t…	1336853855598948354	breaking dismissed effort election federal judge kraken limbless post powell powell rt sidney	13
2086	0	TheBigShip	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336853843926106113	50 certified dc election in presidential results rt states	9
2087	0	dortha_threet	RT @OlgaNYC1211: Kim Ward, Republican PA State Senate majority leader comments on complying w @GOP &amp; Trump's un-American demands “If I woul…	1336854509201596416	american amp comments complying demands if kim leader majority pa republican rt senate state trump un ward woul	18
2088	0	tenajd	@sissiboo_smith @NYGovCuomo No no no no! But we will have an out-of-work president soon and he's going dirt cheap!	1336857538244071426	cheap dirt no of out president work	7
2089	0	OneilRoses	RT @mmpadellan: It is OBSCENE that the President of the United States is actively looking to throw out tens of millions of votes because hi…	1336857536960618498	actively hi millions obscene president rt states tens throw united votes	11
2090	0	MendiolaGrandma	RT @FrankLuntz: All 50 states and D.C. have now certified their presidential election results.  👉🏻 https://t.co/nXCO0P1X47 https://t.co/F9m…	1336857521294696449	50 certified election presidential results rt states 👉🏻	8
2091	0	deb64472205	RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…	1336857521148092416	1960 election false florida john kennedy lost nixon ohio presidential richard rt won	13
2092	0	5_demand	RT @EpochTimes: #YouTube announced it will block and remove content that contains statements “alleging widespread fraud or errors changed t…	1336857486331052034	alleging announced block changed content errors fraud remove rt statements widespread youtube	12
2093	0	royaleight	RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…	1336857466693414917	1960 election false florida john kennedy lost nixon ohio presidential richard rt won	13
2094	0	persistentpengn	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336858160317906944	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
2095	0	accenda_llc	RT @AshaRangappa_: All these lawsuits trying to get courts to overthrow the results of an election are interesting considering the people w…	1336858558697189379	courts election interesting lawsuits overthrow people results rt	8
2096	0	SolomanKarl	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336859185909092352	50 certified dc election in presidential results rt states	9
2097	0	tsartbot	RT @JohnJHarwood: on  @CNN, former OH governor @JohnKasich calls Kevin McCarthy and other Republican leaders abetting Trump’s assault on de…	1336860954185900038	abetting assault calls de governor kevin leaders mccarthy republican rt trump	11
2098	0	kenkircher1	RT @JessicaHare18: TRUMP WON, OK! HOW MANY TIMES DO I HAVE TO TELL YOU? THESE ARE THE FACTS!  #MAGA2020 #OhioAndFlorida #KAG https://t.co/o…	1336860950146715650	facts kag maga2020 ohioandflorida ok rt times trump won you	10
2099	0	HthrHayes	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336861826198343680	50 certified dc election in presidential results rt states	9
2100	0	eeyrehead	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336862361798520838	50 certified dc election in nation officially presidential results rt states	11
2101	0	JimLHorn1	"RT @seungminkim: The Biden White House will have a private contractor provide ""disinfectant misting services"" to clear the air of lingering…"	1336862616858181633	air biden clear contractor disinfectant house lingering misting private provide rt services white	13
2102	0	Ladeegem01	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336865375842160640	50 certified dc election nation official presidential results rt states washington	11
2103	0	kenkircher1	RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…	1336865319781064705	50 biden certified columbia district elect president presidential projected results rt states win	13
2104	0	Norm_berry	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336865295013732355	50 certified dc election in nation officially presidential results rt states	11
2105	0	LetsTurnFLBlue	RT @tribelaw: 17 Republican Attorneys General Back Trump in Far-Fetched Election Lawsuit. Even if every Republican AG backed this suit, it…	1336866286912090112	17 ag attorneys back backed election far fetched general it lawsuit republican republican rt suit trump	16
2106	0	DBootcheck	RT @WajahatAli: Trump is attempting a coup. He is failing but he has tried his hardest.	1336866284965924864	attempting coup failing hardest rt trump	6
2107	0	jinxiejae	RT @FOX10Phoenix: The billboard features a tweet made by a woman, which was subsequently retweeted by President Trump.​ https://t.co/TmW7FK…	1336866283548131328	billboard features made president retweeted rt subsequently trump tweet woman	10
2108	0	Joe_Glidden	RT @StevenBeschloss: 3,054 Americans died of the coronavirus today and the homicidally reckless loser Donald Trump still imagines he should…	1336866795337121794	054 americans coronavirus died donald homicidally imagines loser reckless rt should today trump	13
2109	0	RichNChrist57	"RT @BreitbartNews: .@GenFlynn: ""There’s an anti-American sense inside of some of these institutions. And they just do not want to see our c…"	1336868934209900544	@genflynn american anti inside institutions rt sense there	8
2110	0	LorraineMayLevy	RT @lauferlaw: Listening to @JohnKasich on @CNN He’s discussing w @ChrisCuomo and @davidaxelrod the damage these frivolous election lawsuit…	1336869647358906369	damage discussing election frivolous he lawsuit listening rt	8
2111	0	chibishonen	RT @donwinslow: Pro tip: It's the Trump. Use HEAVY disinfectant.   Bring in a HAZMAT TEAM.	1336870028159795201	bring disinfectant hazmat heavy pro rt team tip trump	9
2112	0	Katj512	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336870394817613826	50 certified dc election in nation officially presidential results rt states	11
2113	0	avalondreams123	RT @realTuckFrumper: Trump tells White House Hanukkah party there might be a Jewish ‘miracle’ that helps him win the election https://t.co/…	1336873819299074048	election hanukkah helps house jewish miracle party rt tells trump white win	12
2114	0	JoeSchreiber6	RT @johnpavlovitz: Trump is trying very hard to overturn the election results.  He can try very hard to shit unicorns, too.  He'll have the…	1336875349033033731	election hard hard he ll overturn results rt shit the too trump unicorns	13
2115	0	RolandGothard	RT @MSNBC: The Texas lawsuit seeking to invalidate President-elect Biden's election victory at the U.S. Supreme Court has several problems…	1336875477743570945	biden court elect election invalidate lawsuit president problems rt seeking supreme texas victory	13
2116	0	unfollow45trump	RT @TheRickyDavila: Great news:  With the Safe Harbor deadline now passed, all 50 states and DC have officially certified their votes. Joe…	1336878378222174208	50 certified dc deadline great harbor joe news officially passed rt safe states votes	14
2117	0	MonicaRivpin	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336878495432122368	50 certified dc election in presidential results rt states	9
2118	0	BenSmit18152536	RT @gelles: JUST IN: All 50 states and DC have now certified their presidential election results	1336878480877891584	50 certified dc election in presidential results rt states	9
2119	0	BenSmit18152536	RT @donwinslow: It's official. All 50 States and Washington DC have now certified their presidential election results.   @JoeBiden's nation…	1336878241135661063	50 certified dc election nation official presidential results rt states washington	11
2120	0	APatientPatriot	RT @wolfblitzer: This Just In. All 50 States and DC have now officially certified their presidential election results. The @JoeBiden nation…	1336879011830657024	50 certified dc election in nation officially presidential results rt states	11
2121	0	Firni	RT @sfpelosi: #BREAKING — It’s Official!   50 States and DC have certified their presidential election results. @JoeBiden WON with 306 Elec…	1336879483136081921	306 50 breaking certified dc elec election it official presidential results rt states won	14
2122	0	TracyBa80219117	RT @TheAtlantic: “America under Trump became less free, less equal, more divided, more alone, deeper in debt, swampier, dirtier, meaner, si…	1336881780578770945	alone america debt deeper dirtier divided equal free meaner rt si swampier trump	13
2123	0	ShelleyBontemp1	@realDonaldTrump Donald Trump’s Twitter Account Is in Jeopardy @realDonaldTrump loses its special protections after Jan. 20	1336881780327006209	20 account donald jan jeopardy loses protections special trump twitter	10
2124	0	endoody13	RT @djrothkopf: I feel compelled to note that sending a message that the incoming administration does not have an appetite for prosecuting…	1336882308326932481	administration appetite compelled feel incoming message note prosecuting rt sending	10
2125	0	SocialWJustice1	RT @emptywheel: BREAKING: SCOTUS won't let Congress get Trump's tax records but it will let Trump get Biden's son's tax records.	1336882819012898816	biden breaking congress records records rt scotus son tax tax trump trump	12
2126	0	minamaya13	RT @kylegriffin1: Breaking: Sidney Powell's post-election 'Kraken' is now nearly limbless.  A federal judge has dismissed Powell's effort t…	1336886484595568640	breaking dismissed effort election federal judge kraken limbless post powell powell rt sidney	13
2127	0	minamaya13	"RT @bradheath: Judge Humetewa says the lawsuit seeking to overturn Arizona's presidential election result is ""sorely wanting of relevant or…"	1336886413976068096	arizona election humetewa judge lawsuit or overturn presidential relevant result rt seeking sorely wanting	14
2128	0	tsartbot	RT @tribelaw: 17 Republican Attorneys General Back Trump in Far-Fetched Election Lawsuit. Even if every Republican AG backed this suit, it…	1336887878098489345	17 ag attorneys back backed election far fetched general it lawsuit republican republican rt suit trump	16
2129	0	cosmicXphoenix	RT @cnnbrk: All 50 states and the District of Columbia have certified their presidential results. President-elect Biden is projected to win…	1336890848210989056	50 biden certified columbia district elect president presidential projected results rt states win	13
2130	0	Jstewartresist	RT @weijia: President Trump is hosting a private lunch w/ Republican state attorneys general tmrw to “discuss issues important to their cit…	1336891158254014465	attorneys cit discuss general hosting important issues lunch president private republican rt state tmrw trump	15
